"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"TEAMSTERS LOCAL #665 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_126","org_rg_126","cb8e2b28-f4d3-428c-9458-4b019716a853",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,22,1532.29,7572.14,TRUE,"San Francisco","CA","94109"
"TEAMSTERS LOCAL #853 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_126","org_rg_126","6cc56ec4-6c52-404a-9762-7187b75e1e11",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,25,3029.66,7572.14,TRUE,"San Leandro","CA","94577 | 94577-"
"TEAMSTERS LOCAL #853 PAC","org_rg_126","org_rg_126","daed1e16-1f47-4512-ba53-6e10de2b11fd",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge","1250157",2,5000,7572.14,FALSE,"San Leandro","CA","94577"
"TEAMSTERS LOCAL #986 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_126","org_rg_126","20f457e8-e00e-4ea7-91f5-bb74d04361b9",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,17,375,7572.14,TRUE,"South El Monte","CA","91733"
"TEAMSTERS LOCAL 166","org_rg_126","org_rg_126","ec5f15c0-7343-41fe-a6ea-dc52c62e2006",NA,"new_entity",TRUE,FALSE,"exact_name_v4",NA,1,1000,7572.14,FALSE,"Bloomington","CA","92316"
"TEAMSTERS LOCAL 166 (INTERMEDIARY FOR UNITEMIZED DUES)","org_rg_126","org_rg_126","ec5f15c0-7343-41fe-a6ea-dc52c62e2006",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy | map1_bridge",NA,12,1750,7572.14,TRUE,"Bloomington","CA","92316"
"TEAMSTERS LOCAL 1932","org_rg_126","org_rg_126","20d59a18-94b8-475f-8d60-c113cbc40f8a",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,5,80.24,7572.14,TRUE,"San Bernardino","CA","92410-4831"
"TEAMSTERS LOCAL 2010 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_126","org_rg_126","9db76251-e364-459c-997b-4ab1883b252c",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | map1_bridge",NA,7,376.06,7572.14,TRUE,"Oakland","CA","94621"
"TEAMSTERS LOCAL 36","org_rg_126","org_rg_126","6cfab7b1-dd95-448e-a41e-b9ebc78881f3",NA,"new_entity",TRUE,FALSE,"internal_fuzzy",NA,1,320.15,7572.14,TRUE,"San Diego","CA","92120-4150"
"TEAMSTERS LOCAL 396 PAC","org_rg_126","org_rg_126","c311ee22-1746-4c79-845b-299cfb161c6e",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1446271",4,34700,7572.14,FALSE,"Covina | Los Angeles","CA","90071-1624 | 91724-0603"
"TEAMSTERS LOCAL 396 PAC - RESTRICTED ACCOUNT","org_rg_126","org_rg_126","c311ee22-1746-4c79-845b-299cfb161c6e",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1446271",1,1000,7572.14,FALSE,"Los Angeles","CA","90071"
"TEAMSTERS LOCAL 481 (INTERMEDIARY FOR UNITEMIZED DUES)","org_rg_126","org_rg_126","7549759e-0d87-4748-92b9-b69b75f9d064",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,15,1500,7572.14,TRUE,"San Diego","CA","92116"
"TEAMSTERS LOCAL 952","org_rg_126","org_rg_126","2466e977-56f6-43d2-88b0-ef968e7814ad",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,5,365.16,7572.14,TRUE,"Orange","CA","92868-2612"
"TEAMSTERS LOCAL UNION NO. 186","org_rg_126","org_rg_126","cfbc3b0f-e476-480d-9515-59f3919c559b",NA,"new_entity",TRUE,FALSE,"internal_fuzzy",NA,1,250,7572.14,FALSE,"Ventura","CA","93003"
"TEAMSTERS LOCAL UNION NO. 665","org_rg_126","org_rg_126","67619467-31e4-4fde-aa26-2e0e162dbe42",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,17,10000,7572.14,TRUE,"San Francisco | SAN FRANCISCO","CA","94108 | 94134"
"TEAMSTERS LOCAL UNION NO. 911","org_rg_126","org_rg_126","93c77fa7-26e3-4164-bcbd-f522cf847ee7",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,5,606.13,7572.14,TRUE,"Bellflower","CA","90706-5411"
"TEAMSTERS LOCAL UNION NO. 986 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_126","org_rg_126","d2b49460-e592-4c2f-b943-15062fe1a964",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,18,360,7572.14,TRUE,"Covina","CA","91724"
"TEAMSTERS UNION LOCAL NO. 665","org_rg_126","org_rg_126","5dbc3ae8-002e-4179-82c2-cc3c24f54f98",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge","1280975",2,9500,7572.14,FALSE,"San Francisco","CA","94105-2462"
"CA NEW CAR DEALERS ASSN ISSUES PAC","org_rg_26","org_rg_26","a11e47df-3306-4a04-9233-0c074837a641",NA,"adding_to_existing",TRUE,FALSE,"same_contributor_id","1256259",1,3000,88400,FALSE,"Sacramento","CA","95814"
"CALIFORNIA NEW CAR DEALERS ASSN PAC","org_rg_26","org_rg_26","6f8a856f-9308-49eb-b561-61a0e276a3a3",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","741623",2,5900,88400,FALSE,"Sacramento","CA","95814"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION","org_rg_26","org_rg_26","6f8a856f-9308-49eb-b561-61a0e276a3a3","CALIFORNIA NEW CAR DEALERS ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,34,46806.75,88400,FALSE,"Sacramento","CA","95814"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION ISSUES PAC","org_rg_26","org_rg_26","a11e47df-3306-4a04-9233-0c074837a641",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1256259",7,118100,88400,FALSE,"Sacramento","CA","95814"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION ISSUES PAC","org_rg_26","org_rg_26","a11e47df-3306-4a04-9233-0c074837a641",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1",NA,1,30000,88400,FALSE,"Sacramento","CA","95814-4439"
"CALIFORNIA NEW CAR DEALERS ASSOCIATION PAC","org_rg_26","org_rg_26","6f8a856f-9308-49eb-b561-61a0e276a3a3","CALIFORNIA NEW CAR DEALERS ASSOCIATION","adding_to_existing",TRUE,TRUE,"exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","741623",23,210000,88400,TRUE,"Sacramento","CA","95814 | 95814-4439"
"NEW CAR DEALERS ASSOCIATION SAN DIEGO COUNTY PAC","org_rg_26","org_rg_26","2febc17c-a9d2-4929-bda7-454ecdde21e5",NA,"adding_to_existing",TRUE,FALSE,"map1_bridge","902797",1,10000,88400,TRUE,"San Diego","CA","92176-7030"
"UAW REGION 6 WESTERN STATES CAP COUNCIL (NONPROFIT 501(C)(5))","org_rg_260","org_rg_260","a3a1c8ab-18e5-4611-95b1-bf899c6bd856",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1","1485666",1,450000,1043018.02,TRUE,"Pico Rivera","CA","90660-3532"
"UAW REGION 6 WESTERN STATES CAP COUNCIL (NONPROFIT 501(C)(5))","org_rg_260","org_rg_260","a3a1c8ab-18e5-4611-95b1-bf899c6bd856",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | internal_fuzzy",NA,1,450000,1043018.02,TRUE,"Pico Rivera","CA","90660-3532"
"UAW REGION 6 WESTERN STATES PAC","org_rg_260","org_rg_260","146113ac-7472-467a-bbe7-0513c0179190",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","743787",4,30000,1043018.02,FALSE,"Pico Rivera","CA","90660"
"UAW REGION 8 WESTERN STATES PAC","org_rg_260","org_rg_260","146113ac-7472-467a-bbe7-0513c0179190","UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AMERICA REGION 8 WESTERN STATES","adding_to_existing",TRUE,TRUE,"same_contributor_id","743787",1,2500,1043018.02,FALSE,"Pico Rivera","CA","90660"
"UNITED AUTO WORKERS REGION 6 WESTERN STATES PAC","org_rg_260","org_rg_260","146113ac-7472-467a-bbe7-0513c0179190",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | same_contributor_id","743787",4,593018.02,1043018.02,TRUE,"Pico Rivera","CA","90660-3532"
"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS (ADMIN)","org_rg_281","org_rg_281","7b9a4801-fecb-4c3e-8f69-f1830e145f0b",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge",NA,18,3192.25,14100.03,FALSE,"Sacramento","CA","95814"
"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS","org_rg_281","org_rg_281","598ac5fe-9a73-4724-9ccd-7679664efe79","CA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS","adding_to_existing",TRUE,TRUE,"exact_name_v1 | internal_fuzzy | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","761487",2,10000,14100.03,FALSE,"Sacramento","CA","95814"
"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS FUND","org_rg_281","org_rg_281","598ac5fe-9a73-4724-9ccd-7679664efe79","CA BEER & BEVERAGE DISTRIBUTORS COMMUNITY AFFAIRS","adding_to_existing",TRUE,TRUE,"map1_bridge | same_contributor_id","761487",1,2000,14100.03,FALSE,"Sacramento","CA","95814"
"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS ISSUES PAC","org_rg_281","org_rg_281","cc7652f0-767d-468a-9756-0e1688a248d0",NA,"adding_to_existing",TRUE,FALSE,"same_contributor_id","951402",1,5900,14100.03,FALSE,"SACRAMENTO","CA","95814"
"CALIFORNIA BEER & BEVERAGE DISTRIBUTORS STATE ISSUES","org_rg_281","org_rg_281","cc7652f0-767d-468a-9756-0e1688a248d0",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","951402",3,21000,14100.03,FALSE,"Sacramento","CA","95814"
"CALIFORNIA BEER AND BEVERAGE DISTRIBUTORS","org_rg_281","org_rg_281","80460669-03bb-420c-804b-1cffedd6954c",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v4 | internal_fuzzy | internal_fuzzy+map1_bridge",NA,1,9800,14100.03,TRUE,"Sacramento","CA","95814"
"CALIFORNIA BEER AND BEVERAGE DISTRIBUTORS (ADMIN)","org_rg_281","org_rg_281","80460669-03bb-420c-804b-1cffedd6954c",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | exact_name_v4",NA,17,4300.03,14100.03,TRUE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSN OF AMERICA","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | internal_fuzzy+map1_bridge",NA,2,19600,215000,FALSE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA PAC IE COMMITTEE","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"same_contributor_id","1266887",1,15000,215000,FALSE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH & MANUFACTURERS OF AMERICA PAC INDEPENDENT EXPENDITURE COMMITTEE","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"same_contributor_id","1266887",1,1e+05,215000,TRUE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS ASSOCIATION OF AMERICA CALIFORNIA INITIATIVE FUND","org_rg_32","org_rg_32","a2fd64d7-7635-4cc8-95e5-2386017e9102",NA,"adding_to_existing",TRUE,FALSE,"same_contributor_id","1379198",1,5000,215000,FALSE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS ASSOCIATION OF AMERICA PAC","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge","1282378",7,31100,215000,TRUE,"Sacramento","CA","95814 | 95814-3907"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"internal_fuzzy | internal_fuzzy+map1_bridge",NA,1,40000,215000,FALSE,"Sacramento","CA","95814"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA - IE COMMITTEE","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","1266887",2,60000,215000,FALSE,"Sacramento","CA","95814-3946"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA CALIFORNIA INITIATIVE FUND","org_rg_32","org_rg_32","a2fd64d7-7635-4cc8-95e5-2386017e9102",NA,"adding_to_existing",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1379198",14,176500,215000,FALSE,"Sacramento | SACRAMENTO","CA","95814"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA IEC","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1266887",5,625000,215000,TRUE,"Sacramento | Washington","CA | DC","20024 | 95814 | 95814-3946"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA IND. EXP. PAC","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","1266887",3,125000,215000,FALSE,"Sacramento","CA","95814-3946"
"PHARMACEUTICAL RESEARCH AND MANUFACTURERS OF AMERICA INDEPENDENT EXPENDITURE COMMITTEE","org_rg_32","org_rg_32","bea4ff99-a150-4ff3-99b8-7c2ddb23cb90","PHARMACEUTICAL RESEARCH & MANUFACTURERS ASSOCIATION OF AMERICA","adding_to_existing",TRUE,TRUE,"exact_name_v1 | same_contributor_id","1266887",2,30000,215000,FALSE,"Sacramento","CA","95814"
"121RNA HEALTH CARE FUND - RESTRICTED USE, SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL","org_rg_35","org_rg_35","29d822e5-2637-471e-8e91-005bdd5d0cd3",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1385421",1,1000,5437348.56,FALSE,"Long Beach","CA","90802"
"CALIFORNIA STATE COUNCIL OF SERVICE EMPLOYEES GENERAL ACCOUNT","org_rg_35","org_rg_35","67166d14-3e77-435a-9e2b-43ac2108a6bb",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,1645,5437348.56,TRUE,"Sacramento","CA","95814"
"DIGNITY CA SEIU","org_rg_35","org_rg_35","91a46c1e-e2d9-414e-bd88-de7d7b0a1f7f",NA,"new_entity",TRUE,FALSE,"map1_bridge",NA,1,1000,5437348.56,FALSE,"Los Angeles","CA","90057"
"DIGNITY CA SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","1357256",14,719110,5437348.56,TRUE,"Los Angeles","CA","90057 | 90057-1012"
"DIGNITY CA SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1357256",4,31500,5437348.56,TRUE,"Los Angeles | LOS ANGELES","CA","90057 | 90057-1012"
"DIGNITY CALIFORNIA SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1357256",2,2015000,5437348.56,TRUE,"Los Angeles","CA","90057-1012"
"SEIU - LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v5 | same_contributor_id","1357256",1,5000,5437348.56,FALSE,"Los Angeles","CA","90057"
"SEIU CALIFORNIA STATE COUNCIL (NONPROFIT 501(C)(5))","org_rg_35","org_rg_35","f311ee22-2c37-4bab-b33c-2bf2a13da4ef",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1372681",4,1012348.56,5437348.56,TRUE,"Sacramento","CA","95814-3803"
"SEIU LOCAL 721 CTW CLC EXTERNAL ORGANIZING","org_rg_35","org_rg_35","f8408c29-5420-4892-8160-3a70f42446df",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1296889",1,2500,5437348.56,FALSE,"Los Angeles","CA","90017"
"SEIU LOCAL 721 CTW, CLC WORKERS' STRENGTH COMMITTEE","org_rg_35","org_rg_35","f8408c29-5420-4892-8160-3a70f42446df",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1296889",1,135,5437348.56,TRUE,"Los Angeles","CA","90017"
"SEIU UNITED HEALTH CARE WORKERS - WEST","org_rg_35","org_rg_35","6b55e5a3-6f41-473b-bf93-a0290a717707",NA,"new_entity",TRUE,FALSE,"exact_name_v1","1276614",1,4000,5437348.56,FALSE,"Oakland","CA","94612"
"SEIU UNITED HEALTH CARE WORKERS - WEST","org_rg_35","org_rg_35","6b55e5a3-6f41-473b-bf93-a0290a717707",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,6000,5437348.56,FALSE,"Oakland","CA","94612"
"SEIU UNITED HEALTH CARE WORKERS WEST  POLITICAL ISSUES COMMITTEE","org_rg_35","org_rg_35","b5951f83-1f30-46b9-9257-e3919ea69ffa",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","991800",29,24317079.98,5437348.56,FALSE,"Sacramento","CA","95814-4602"
"SEIU UNITED WORKERS WEST","org_rg_35","org_rg_35","f5a0a8c8-8a7a-4f5d-8086-21cfdfc94146",NA,"new_entity",TRUE,FALSE,"internal_fuzzy",NA,1,2075,5437348.56,TRUE,"Los Angeles","CA","90015"
"SEIU USWW UNITED SERVICE WORKE (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_35","org_rg_35","a2c22e3b-20ae-4a65-bfd9-daa5179fd724",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,56,170806.34,5437348.56,FALSE,"Los Angeles | Washington","CA | DC","20474 | 90015"
"SEIU- LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v5",NA,1,35000,5437348.56,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEE INTERNATIONAL UNION, UNITED SERVICE WORKERS WEST (SEIU USWW) (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","org_rg_35","org_rg_35","0f7f5501-c925-458f-bf5e-9e657ce76be5",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,17,1564,5437348.56,TRUE,"Oakland","CA","94601"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 2015 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","f111c24d-9739-462d-b801-9001b27afb9e",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,15,2720,5437348.56,TRUE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 2015 ISSUES PAC","org_rg_35","org_rg_35","d85b313a-459a-4505-97a7-db80f6c6dd31",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1378400",1,10000,5437348.56,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION - GENERAL FUND","org_rg_35","org_rg_35","3949670e-1f91-417b-8c89-4491a3f4c64d",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1245961",1,1e+06,5437348.56,TRUE,"Washington","DC","20036-1806"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 ISSUES PAC","org_rg_35","org_rg_35","1d5391b4-0af0-4fcb-981c-d1df4fdcd48a",NA,"new_entity",TRUE,FALSE,"internal_fuzzy","1296947",1,4e+05,5437348.56,TRUE,"Sacramento","CA","95814-4503"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN","org_rg_35","org_rg_35","2da268b0-a867-4347-a76c-50fceae55252",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,19,11349.38,5437348.56,FALSE,"Pasadena","CA","91103"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN HEALTH CARE FUND","org_rg_35","org_rg_35","29d822e5-2637-471e-8e91-005bdd5d0cd3",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1385421",2,1130,5437348.56,FALSE,"Long Beach","CA","90802-5054"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN HEALTH CARE FUND SPONSORED BY SERVICE EMPLOYEE UNIONS","org_rg_35","org_rg_35","29d822e5-2637-471e-8e91-005bdd5d0cd3",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1385421",2,12900,5437348.56,TRUE,"Long Beach | Sacramento","CA","90802-5054 | 95814-4602"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2015 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","f111c24d-9739-462d-b801-9001b27afb9e",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v4",NA,4,900,5437348.56,TRUE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2021 CANNDIDATE PAC","org_rg_35","org_rg_35","f7636b51-da70-44bd-86eb-e0f86a8e6b85",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1296948",2,10000,5437348.56,FALSE,"Sacramento","CA","95814"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW CLC","org_rg_35","org_rg_35","f8408c29-5420-4892-8160-3a70f42446df",NA,"new_entity",TRUE,FALSE,"exact_name_v5 | same_contributor_id","1296889",1,2500,5437348.56,FALSE,"Los Angeles","CA","90017"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC","org_rg_35","org_rg_35","f8408c29-5420-4892-8160-3a70f42446df",NA,"new_entity",TRUE,FALSE,"exact_name_v5",NA,1,1e+06,5437348.56,FALSE,"Los Angeles","CA","90017"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC COMMERICAL (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","7bf88f3e-df27-45a0-8716-09e639242fd5",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,17,8311.75,5437348.56,TRUE,"Los Angeles","CA","90017"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC WORKERS' STRENGTH COMMITTEE","org_rg_35","org_rg_35","f8408c29-5420-4892-8160-3a70f42446df",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | internal_fuzzy | same_contributor_id | exact_name_v1 | same_contributor_id","1296889",2,1002500,5437348.56,TRUE,"Los Angeles","CA","90017-4501 | 90017-4510"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 - EDUCATION WORKERS UNITED(INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","dad2812b-c65f-4b02-af18-3971c752024e",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,646.65,5437348.56,TRUE,"Los Angeles","CA","90005 | 90010"
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015 STATE PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"exact_name_v1 | same_contributor_id","1374983",2,39200,5437348.56,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015, DIGNITY CALIFORNIA","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"new_entity",TRUE,FALSE,"same_contributor_id","1357256",1,50000,5437348.56,FALSE,"Los Angeles","CA","90057"
